# time totalContactTime
1220.5000 37409.9000
1221.6000 37438.3000
1222.7000 37465.8000
1223.8000 37491.8000
1224.9000 37516.9000
1226.0000 37542.7000
1227.1000 37568.5000
1228.2000 37592.8000
1229.3000 37618.6000
1230.4000 37643.4000
1231.5000 37666.4000
1232.6000 37689.7000
1233.7000 37714.2000
1234.8000 37740.2000
1235.9000 37763.2000
1237.0000 37783.7000
1238.1000 37803.8000
1239.2000 37823.9000
1240.3000 37842.9000
1241.4000 37863.0000
1242.5000 37884.3000
1243.6000 37905.8000
1244.7000 37928.9000
1245.8000 37950.8000
1246.9000 37973.0000
1248.0000 37995.2000
1249.1000 38018.5000
1250.2000 38041.6000
1251.3000 38066.5000
1252.4000 38094.9000
1253.5000 38123.9000
1254.6000 38152.1000
1255.7000 38182.3000
1256.8000 38212.9000
1257.9000 38244.0000
1259.0000 38276.4000
1260.1000 38311.3000
1261.2000 38348.1000
1262.3000 38385.6000
1263.4000 38421.8000
1264.5000 38454.4000
1265.6000 38485.7000
1266.7000 38516.4000
1267.8000 38545.2000
1268.9000 38572.0000
1270.0000 38596.5000
1271.1000 38622.9000
1272.2000 38649.4000
1273.3000 38675.3000
1274.4000 38700.6000
1275.5000 38724.5000
1276.6000 38747.0000
1277.7000 38769.5000
1278.8000 38794.7000
1279.9000 38822.2000
1281.0000 38849.6000
1282.1000 38875.3000
1283.2000 38899.7000
1284.3000 38923.9000
1285.4000 38947.2000
1286.5000 38971.5000
1287.6000 38994.8000
